participant_id,file_id,annotation_id,frame_start,frame_end,activity,chunk_id
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,0,90,fasten_seat_belt,0
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,90,180,fasten_seat_belt,1
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,180,270,fasten_seat_belt,2
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,270,360,fasten_seat_belt,3
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,360,450,fasten_seat_belt,4
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,450,540,fasten_seat_belt,5
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,540,630,fasten_seat_belt,6
3,vp3/run1b_2018-05-08-08-46-01.ids_1,0,630,669,fasten_seat_belt,7
3,vp3/run1b_2018-05-08-08-46-01.ids_1,1,8790,8880,hand_over,0
3,vp3/run1b_2018-05-08-08-46-01.ids_1,1,8880,8948,hand_over,1
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,9480,9570,put_on_jacket,0
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,9570,9660,put_on_jacket,1
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,9660,9750,put_on_jacket,2
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,9750,9840,put_on_jacket,3
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,9840,9930,put_on_jacket,4
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,9930,10020,put_on_jacket,5
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,10020,10110,put_on_jacket,6
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,10110,10200,put_on_jacket,7
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,10200,10290,put_on_jacket,8
3,vp3/run1b_2018-05-08-08-46-01.ids_1,2,10290,10328,put_on_jacket,9
3,vp3/run1b_2018-05-08-08-46-01.ids_1,3,11700,11790,put_on_sunglasses,0
3,vp3/run1b_2018-05-08-08-46-01.ids_1,3,11790,11880,put_on_sunglasses,1
3,vp3/run1b_2018-05-08-08-46-01.ids_1,3,11880,11970,put_on_sunglasses,2
3,vp3/run1b_2018-05-08-08-46-01.ids_1,3,11970,12060,put_on_sunglasses,3
3,vp3/run1b_2018-05-08-08-46-01.ids_1,3,12060,12128,put_on_sunglasses,4
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12330,12420,read_write_newspaper,0
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12420,12510,read_write_newspaper,1
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12510,12600,read_write_newspaper,2
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12600,12690,read_write_newspaper,3
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12690,12780,read_write_newspaper,4
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12780,12870,read_write_newspaper,5
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12870,12960,read_write_newspaper,6
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,12960,13050,read_write_newspaper,7
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13050,13140,read_write_newspaper,8
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13140,13230,read_write_newspaper,9
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13230,13320,read_write_newspaper,10
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13320,13410,read_write_newspaper,11
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13410,13500,read_write_newspaper,12
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13500,13590,read_write_newspaper,13
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13590,13680,read_write_newspaper,14
3,vp3/run1b_2018-05-08-08-46-01.ids_1,4,13680,13770,read_write_newspaper,15
